age,job,marital,education,default,housing,loan
Adult,unemployed,married,professional course,no,no,no
Adult,retired,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,blue-collar,married,basic,unknown,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,divorced,university degree,unknown,yes,no
Adult,admin.,divorced,university degree,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
young adult,student,single,high school,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,management,divorced,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,management,single,university degree,unknown,yes,no
Adult,technician,single,high school,no,yes,no
Adult,blue-collar,single,basic,no,yes,no
Adult,management,married,high school,no,yes,no
Adult,housemaid,married,basic,no,no,no
Adult,retired,divorced,university degree,no,no,no
young adult,student,single,high school,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,self-employed,single,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,single,high school,no,no,no
young adult,student,single,high school,no,yes,no
young adult,services,single,basic,no,no,no
Adult,admin.,married,high school,no,yes,yes
Adult,self-employed,single,university degree,no,yes,yes
Adult,housemaid,married,university degree,no,unknown,unknown
Adult,admin.,single,university degree,no,yes,no
Adult,services,married,professional course,no,no,no
Adult,admin.,single,high school,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,services,single,high school,no,yes,no
Adult,admin.,married,high school,no,yes,yes
young adult,services,single,high school,no,yes,yes
Adult,blue-collar,divorced,basic,no,no,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,services,single,high school,no,yes,no
young adult,admin.,married,university degree,no,yes,no
young adult,admin.,single,high school,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,yes
young adult,admin.,divorced,high school,no,yes,no
Adult,technician,single,high school,no,unknown,unknown
Adult,blue-collar,single,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,single,professional course,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,technician,single,professional course,no,yes,no
young adult,student,single,high school,no,yes,yes
Adult,self-employed,married,high school,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,services,married,high school,no,no,no
Adult,management,married,university degree,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
young adult,student,single,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,student,single,unknown,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
young adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
young adult,technician,single,university degree,no,no,no
young adult,blue-collar,single,basic,no,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,high school,unknown,yes,no
Adult,self-employed,single,basic,no,no,yes
Adult,technician,single,professional course,no,yes,no
Adult,unemployed,married,basic,no,no,no
Adult,services,single,high school,no,yes,no
Adult,services,married,unknown,no,no,no
Adult,admin.,single,high school,no,no,no
Adult,technician,single,university degree,no,yes,no
Adult,entrepreneur,single,university degree,no,no,no
Adult,technician,single,basic,no,no,no
young adult,services,divorced,high school,no,yes,no
Adult,technician,single,professional course,no,yes,yes
young adult,admin.,married,high school,no,yes,no
Adult,technician,married,high school,unknown,no,no
Adult,admin.,single,high school,no,no,no
Adult,services,married,high school,no,no,no
Adult,admin.,single,high school,no,no,no
young adult,technician,single,basic,no,no,no
Adult,admin.,divorced,high school,no,yes,no
Adult,services,married,high school,unknown,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,retired,married,high school,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,admin.,married,high school,no,unknown,unknown
Adult,services,married,high school,no,yes,no
Adult,admin.,single,high school,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,married,high school,no,yes,no
young adult,technician,single,professional course,no,unknown,unknown
Adult,admin.,divorced,high school,no,yes,no
young adult,admin.,married,high school,no,yes,no
Adult,technician,married,high school,no,yes,no
Adult,technician,married,professional course,no,no,no
young adult,admin.,single,high school,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,admin.,single,high school,no,no,yes
Adult,admin.,married,high school,no,no,no
young adult,technician,married,professional course,no,yes,no
young adult,student,single,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
young adult,blue-collar,single,basic,no,unknown,unknown
Adult,admin.,married,university degree,no,yes,no
young adult,admin.,single,university degree,no,no,no
Adult,entrepreneur,single,university degree,no,yes,no
young adult,management,single,university degree,no,no,no
young adult,student,single,high school,no,yes,no
Adult,technician,single,basic,no,yes,no
young adult,services,married,basic,unknown,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,unemployed,married,high school,no,yes,no
young adult,technician,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,yes
Adult,technician,single,professional course,no,no,no
Adult,entrepreneur,married,professional course,no,unknown,unknown
Adult,technician,married,professional course,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,single,high school,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,divorced,university degree,unknown,yes,yes
Adult,admin.,single,university degree,no,no,no
Adult,management,married,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,divorced,high school,no,yes,yes
Adult,admin.,divorced,unknown,unknown,no,no
Adult,admin.,single,university degree,no,no,yes
Adult,services,divorced,high school,no,yes,no
Adult,blue-collar,single,basic,no,no,no
Adult,unemployed,married,professional course,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,management,divorced,university degree,no,yes,no
Adult,services,married,university degree,no,yes,no
Adult,management,divorced,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,no
young adult,entrepreneur,single,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,single,high school,no,unknown,unknown
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,unknown,unknown,no,no
Adult,technician,single,high school,no,yes,no
young adult,unemployed,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,professional course,no,no,yes
Adult,services,single,professional course,unknown,no,yes
Adult,services,married,high school,unknown,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,divorced,basic,no,no,yes
Adult,technician,single,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,entrepreneur,married,professional course,no,yes,yes
Adult,services,married,high school,no,yes,no
Elderly,retired,divorced,unknown,unknown,yes,yes
Adult,admin.,single,university degree,no,no,no
Adult,technician,divorced,professional course,no,yes,no
Adult,technician,divorced,professional course,no,no,no
young adult,technician,single,university degree,no,no,no
Adult,technician,divorced,professional course,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,unknown,no,no,no
Adult,admin.,married,unknown,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,management,married,high school,no,yes,yes
Adult,management,married,high school,no,yes,no
Elderly,housemaid,married,unknown,no,yes,no
Adult,admin.,married,professional course,no,yes,yes
young adult,student,single,basic,no,no,yes
young adult,admin.,single,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,retired,married,basic,no,no,yes
young adult,student,single,basic,no,yes,no
Elderly,retired,married,basic,no,yes,yes
Adult,admin.,married,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Elderly,housemaid,married,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,yes
Adult,admin.,married,basic,no,yes,no
Adult,admin.,married,basic,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,technician,single,professional course,no,yes,no
Adult,technician,single,professional course,no,no,yes
Adult,admin.,married,university degree,no,no,no
Adult,unknown,single,unknown,no,yes,yes
young adult,student,single,high school,no,no,no
young adult,student,single,high school,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Elderly,technician,married,professional course,no,yes,no
young adult,admin.,unknown,university degree,no,no,no
Adult,technician,married,high school,no,yes,no
Elderly,retired,divorced,basic,no,yes,yes
Adult,technician,married,university degree,no,no,no
Adult,technician,married,high school,no,no,no
Adult,admin.,married,university degree,no,yes,yes
young adult,student,single,professional course,no,no,yes
young adult,technician,single,professional course,no,no,no
Adult,services,single,high school,no,no,no
young adult,admin.,single,university degree,no,yes,no
young adult,admin.,married,high school,no,yes,no
Adult,unemployed,single,basic,no,yes,no
Adult,management,married,high school,no,no,no
Adult,technician,married,university degree,no,yes,yes
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,technician,married,professional course,no,yes,no
Adult,self-employed,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,housemaid,single,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,yes
Adult,services,married,high school,no,no,no
Adult,admin.,single,high school,no,yes,yes
Adult,admin.,divorced,university degree,no,yes,yes
young adult,admin.,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
young adult,admin.,single,university degree,no,yes,no
Adult,technician,married,basic,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,technician,married,university degree,no,yes,yes
young adult,admin.,single,university degree,no,no,no
Adult,self-employed,married,university degree,no,no,no
Adult,services,married,high school,no,yes,yes
Adult,technician,married,professional course,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,housemaid,married,basic,no,no,no
Adult,unemployed,married,high school,no,yes,yes
Adult,blue-collar,single,professional course,no,yes,no
Adult,blue-collar,single,professional course,no,no,no
Adult,management,married,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,retired,married,high school,no,yes,no
young adult,admin.,married,university degree,no,no,no
Adult,unemployed,married,basic,no,no,yes
young adult,admin.,single,university degree,no,yes,yes
Adult,entrepreneur,married,basic,no,yes,no
Elderly,retired,single,university degree,no,yes,yes
Adult,entrepreneur,married,university degree,no,yes,no
Adult,blue-collar,single,professional course,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,no,yes
Adult,admin.,single,university degree,no,yes,no
Adult,retired,married,high school,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,yes
young adult,student,single,basic,no,yes,no
Adult,admin.,single,university degree,unknown,yes,no
young adult,admin.,married,university degree,no,unknown,unknown
young adult,admin.,single,university degree,no,no,no
young adult,unknown,single,basic,no,yes,yes
Adult,admin.,divorced,high school,no,no,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,yes,yes
Adult,housemaid,married,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,yes
Adult,unemployed,married,high school,no,yes,no
young adult,student,single,university degree,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,no,yes
Adult,self-employed,married,university degree,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,unemployed,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Elderly,retired,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
Elderly,admin.,married,high school,no,no,yes
Adult,admin.,married,high school,no,yes,no
young adult,admin.,married,university degree,no,yes,no
Adult,technician,single,professional course,no,no,yes
Adult,admin.,married,university degree,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,admin.,single,high school,no,yes,no
young adult,management,single,university degree,no,yes,no
Adult,services,single,university degree,no,no,no
Elderly,retired,married,high school,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,high school,no,yes,yes
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,admin.,divorced,high school,no,yes,no
young adult,self-employed,single,university degree,no,no,yes
young adult,technician,single,university degree,no,no,no
young adult,technician,single,high school,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,professional course,no,yes,yes
young adult,self-employed,married,university degree,no,no,no
Adult,services,married,high school,no,yes,no
young adult,admin.,single,university degree,no,no,yes
young adult,admin.,single,university degree,no,no,no
young adult,self-employed,married,university degree,no,no,no
Adult,blue-collar,single,professional course,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,self-employed,married,university degree,no,yes,no
Adult,management,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Elderly,retired,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Elderly,retired,married,unknown,no,no,no
Adult,housemaid,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
young adult,student,single,high school,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
Adult,student,single,high school,no,yes,no
Adult,retired,married,high school,no,yes,no
Adult,retired,married,high school,no,no,no
Adult,retired,married,high school,no,yes,no
Elderly,unknown,single,basic,no,yes,yes
Elderly,unknown,single,basic,no,yes,no
young adult,admin.,single,university degree,no,yes,yes
Adult,admin.,married,high school,no,no,no
Elderly,unknown,single,basic,no,yes,no
Adult,housemaid,married,professional course,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,no,no
young adult,self-employed,married,university degree,no,no,no
Adult,technician,single,university degree,no,no,no
young adult,technician,single,professional course,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,technician,single,university degree,no,yes,no
young adult,unemployed,single,high school,no,no,yes
Adult,entrepreneur,married,professional course,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
young adult,self-employed,married,university degree,no,no,no
Adult,management,single,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,technician,married,professional course,unknown,yes,no
young adult,blue-collar,married,basic,no,yes,no
Adult,admin.,divorced,professional course,no,yes,no
Adult,retired,married,basic,no,no,no
young adult,student,single,high school,no,no,no
Adult,admin.,married,professional course,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,services,married,high school,no,yes,no
Adult,entrepreneur,single,basic,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,admin.,married,high school,no,no,no
young adult,admin.,single,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,yes
young adult,student,single,high school,no,no,no
Adult,admin.,single,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,student,single,high school,no,yes,yes
young adult,blue-collar,married,basic,no,yes,no
Adult,services,married,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
young adult,services,married,university degree,no,yes,no
young adult,services,married,university degree,no,yes,no
Adult,services,married,high school,no,yes,no
young adult,services,married,university degree,no,yes,no
Adult,admin.,married,basic,no,yes,no
young adult,services,married,university degree,no,no,no
Adult,management,single,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,single,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,housemaid,married,university degree,no,yes,no
Adult,blue-collar,married,high school,no,no,no
Adult,blue-collar,married,high school,no,no,no
young adult,admin.,single,university degree,no,no,no
young adult,management,single,university degree,no,yes,no
Adult,technician,married,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
young adult,student,single,high school,no,yes,no
young adult,services,married,basic,no,no,no
young adult,technician,single,unknown,no,no,no
Adult,services,married,high school,no,yes,yes
young adult,technician,single,professional course,no,yes,no
young adult,blue-collar,single,university degree,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,technician,single,professional course,no,no,no
young adult,admin.,single,university degree,no,yes,yes
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,admin.,married,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,self-employed,married,university degree,no,no,no
young adult,student,single,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,no
young adult,student,single,unknown,no,yes,no
Adult,admin.,single,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
young adult,services,married,university degree,no,no,no
young adult,technician,single,high school,no,no,yes
Adult,admin.,single,university degree,no,unknown,unknown
Adult,retired,divorced,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,technician,single,professional course,no,no,no
young adult,admin.,single,university degree,no,yes,yes
Adult,services,married,high school,no,no,no
Adult,admin.,divorced,university degree,no,unknown,unknown
Adult,technician,married,professional course,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,single,high school,no,no,no
Adult,unemployed,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,yes
Adult,technician,married,professional course,no,no,no
Adult,management,married,high school,no,no,no
Adult,admin.,single,high school,no,yes,no
young adult,student,single,professional course,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,unemployed,married,basic,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,management,married,university degree,no,no,no
Adult,admin.,divorced,university degree,no,yes,yes
Adult,admin.,single,university degree,no,yes,no
young adult,services,single,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,basic,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Elderly,retired,married,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
young adult,management,married,university degree,no,yes,no
Adult,housemaid,married,university degree,no,yes,no
Adult,management,single,university degree,no,no,no
young adult,student,single,high school,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,self-employed,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,no,no
Elderly,blue-collar,married,basic,no,yes,no
Elderly,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,single,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,technician,married,professional course,no,yes,yes
young adult,self-employed,married,university degree,no,no,no
Elderly,unknown,divorced,unknown,unknown,yes,no
Adult,technician,single,university degree,no,no,no
young adult,student,single,high school,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,management,married,university degree,no,no,no
young adult,self-employed,single,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,retired,married,university degree,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,student,single,high school,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,self-employed,single,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
young adult,student,single,high school,no,yes,no
Elderly,blue-collar,married,basic,no,no,yes
Adult,blue-collar,single,basic,no,yes,no
Adult,unemployed,married,university degree,no,no,no
young adult,technician,single,professional course,no,unknown,unknown
Adult,services,married,high school,no,yes,no
Elderly,retired,divorced,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,yes
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,single,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,basic,no,yes,no
Adult,management,married,university degree,no,no,no
young adult,management,single,university degree,no,yes,no
Elderly,unknown,married,basic,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,high school,no,yes,no
young adult,technician,single,university degree,no,yes,no
Adult,entrepreneur,divorced,university degree,no,yes,no
young adult,student,single,unknown,no,yes,no
young adult,student,single,high school,no,yes,no
young adult,student,single,basic,no,no,no
young adult,student,single,high school,no,no,no
young adult,management,single,university degree,no,no,no
Adult,housemaid,married,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,admin.,divorced,university degree,no,yes,yes
Adult,admin.,married,high school,no,yes,no
Adult,technician,divorced,high school,no,yes,no
young adult,technician,single,university degree,no,no,no
young adult,student,single,high school,no,no,no
Adult,unemployed,married,university degree,no,no,no
young adult,technician,single,university degree,no,yes,no
young adult,management,single,university degree,no,yes,no
Adult,entrepreneur,divorced,university degree,no,no,yes
Adult,admin.,divorced,professional course,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
young adult,services,single,high school,no,no,no
Adult,services,married,high school,no,yes,yes
Adult,admin.,married,high school,no,yes,yes
Adult,entrepreneur,divorced,university degree,no,yes,yes
young adult,technician,single,university degree,no,no,no
Elderly,admin.,married,university degree,no,yes,no
young adult,admin.,single,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,unemployed,married,basic,no,yes,no
Adult,blue-collar,single,professional course,no,no,no
Adult,blue-collar,single,professional course,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
young adult,student,single,high school,unknown,no,no
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,admin.,single,university degree,no,yes,yes
Adult,entrepreneur,married,basic,no,yes,no
Adult,unemployed,single,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,yes
young adult,admin.,married,high school,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,unemployed,married,basic,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
young adult,student,single,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,technician,married,university degree,no,no,no
Adult,retired,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,university degree,no,no,no
young adult,admin.,single,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,services,married,basic,no,yes,no
Adult,technician,married,professional course,no,unknown,unknown
Adult,technician,married,university degree,no,yes,yes
Adult,services,married,basic,no,no,no
Adult,services,married,basic,no,yes,no
Adult,services,married,basic,no,yes,no
Adult,technician,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
young adult,admin.,married,university degree,no,unknown,unknown
Adult,retired,married,professional course,no,yes,yes
Adult,technician,single,university degree,no,no,no
Adult,blue-collar,divorced,basic,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,no,no
young adult,student,single,university degree,no,no,no
Elderly,retired,married,basic,no,no,no
Adult,services,single,high school,no,no,no
Elderly,housemaid,married,basic,no,no,no
Adult,technician,single,basic,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,housemaid,married,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,single,university degree,no,no,no
young adult,blue-collar,single,basic,no,unknown,unknown
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,married,high school,no,no,no
Elderly,management,single,basic,no,no,no
Adult,blue-collar,divorced,university degree,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,management,married,university degree,no,unknown,unknown
young adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,high school,unknown,yes,no
young adult,student,single,high school,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,unemployed,single,university degree,no,no,no
Adult,technician,married,unknown,no,yes,no
Adult,retired,divorced,university degree,no,yes,no
young adult,technician,married,professional course,no,yes,no
young adult,admin.,single,university degree,no,no,no
Adult,unemployed,married,university degree,unknown,yes,no
Adult,management,married,university degree,no,no,no
Adult,unemployed,married,basic,no,no,no
Adult,self-employed,married,university degree,no,no,yes
Adult,admin.,single,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,retired,divorced,professional course,no,yes,no
young adult,student,single,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,services,single,high school,no,yes,no
young adult,self-employed,single,university degree,no,no,no
Adult,blue-collar,married,high school,no,yes,no
Elderly,housemaid,married,basic,no,no,no
Elderly,admin.,married,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,services,single,university degree,no,yes,no
young adult,self-employed,single,university degree,no,yes,yes
Adult,retired,divorced,university degree,no,yes,no
Adult,blue-collar,unknown,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,high school,unknown,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,services,married,unknown,no,yes,no
young adult,technician,single,professional course,no,yes,no
young adult,management,married,basic,no,no,yes
Adult,unknown,married,professional course,unknown,yes,no
Adult,technician,single,university degree,no,yes,no
Elderly,admin.,married,basic,unknown,no,no
young adult,management,single,university degree,no,unknown,unknown
young adult,technician,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,yes,no
young adult,admin.,single,high school,no,no,no
young adult,technician,divorced,university degree,no,no,no
Adult,admin.,single,university degree,no,yes,no
Adult,retired,divorced,high school,no,no,yes
Adult,blue-collar,married,basic,no,yes,no
